Time,SIP,DIP,traffic,hops,Path
4355,10.0.4.2,10.0.1.6,2841,5,0:3,2:3,2:2,5:2
4927,10.0.7.2,10.0.1.4,1299,6,0:4,2:4,2:3,4:3,4:2,8:2
8796,10.0.1.2,10.0.1.1,711,0
10624,10.0.1.3,10.0.7.4,773,0,0:2,2:2,2:3,4:3,4:4,8:4
11467,10.0.7.2,10.0.1.4,803,6,0:4,2:4,2:3,4:3,4:2,8:2
14418,10.0.1.4,10.0.6.5,514,0,0:2,2:2,2:3,4:3
15096,10.0.1.2,10.0.1.1,566,0
18991,10.0.6.4,10.0.1.2,855,5,0:3,2:3,2:2,4:2
19314,10.0.1.5,10.0.10.2,3725,0,0:2,1:2,1:3,6:3
19327,10.0.1.6,10.0.1.1,12585,0
22036,10.0.1.1,10.0.1.4,629,0
22948,10.0.11.6,10.0.1.5,1004,5,0:3,1:3,1:2,6:2
25687,10.0.1.6,10.0.1.1,705,0
26016,10.0.1.2,10.0.10.5,1045,0,0:2,1:2,1:3,6:3
29100,10.0.10.5,10.0.1.3,1476,5,0:3,1:3,1:2,6:2
32694,10.0.1.5,10.0.1.1,1755,0
32718,10.0.1.4,10.0.1.1,2285,0
37444,10.0.1.3,10.0.9.6,2216,0,0:2,2:2,2:3,4:3,4:4,7:4
41196,10.0.1.2,10.0.1.1,1015,0
43398,10.0.1.4,10.0.2.6,82,0
43807,10.0.1.6,10.0.6.1,5088,0,0:2,2:2,2:3,4:3
44220,10.0.10.5,10.0.1.3,963,5,0:3,1:3,1:2,6:2
45654,10.0.1.5,10.0.1.1,1440,0
47656,10.0.1.1,10.0.1.4,1024,0
47934,10.0.1.5,10.0.1.1,2123,0
48516,10.0.1.2,10.0.11.3,533,0,0:2,1:2,1:3,6:3
49996,10.0.1.1,10.0.1.6,830,0
51316,10.0.1.1,10.0.1.4,621,0
54784,10.0.1.3,10.0.9.1,3097,0,0:2,2:2,2:3,4:3,4:4,7:4
54798,10.0.1.4,10.0.5.3,539,0,0:2,2:2,2:3,5:3
55029,10.0.6.3,10.0.1.2,3384,5,0:3,2:3,2:2,4:2
62406,10.0.30.2,10.0.1.4,658,4,0:2,2:2,2:1,4:1
69114,10.0.1.5,10.0.1.1,1472,0
69451,10.0.6.4,10.0.1.2,4905,5,0:3,2:3,2:2,4:2
69936,10.0.1.2,10.0.10.5,6649,0,0:2,1:2,1:3,6:3
72234,10.0.1.5,10.0.1.1,1664,0
72395,10.0.4.2,10.0.1.6,1810,5,0:3,2:3,2:2,5:2
75969,10.0.6.3,10.0.1.2,1207,5,0:3,2:3,2:2,4:2
78471,10.0.5.2,10.0.1.4,1363,5,0:3,2:3,2:2,5:2
79807,10.0.1.6,10.0.1.1,872,0
